user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
2440,8,17.0,3.0,1.0,18.0,17.0,6.0,14.0,3.0,,,3.0,10.0,
2441,2,,2.0,,,,,,,,1.0,,,
2442,13,,1.0,4.0,12.0,,,,,,15.0,,,
2443,8,,18.0,20.0,,,,,,,,,,
2444,17,,10.0,,,,,,,,15.0,,13.0,
2445,2,2.0,2.0,,,,,,,,,,,
2446,8,13.0,9.0,11.0,6.0,3.0,7.0,,,,,,,
2447,5,,,,,,,,,,,,,
2448,11,6.0,18.0,14.0,6.0,,,,,,,1.0,,
2449,2,,2.0,,,,,,,,,,1.0,
2450,16,8.0,13.0,20.0,16.0,1.0,,,,,,,,9.0
2451,10,,,,,,,,,,,,,
2452,18,,11.0,13.0,10.0,3.0,,,,,,7.0,,
2453,5,,1.0,7.0,4.0,18.0,8.0,10.0,3.0,,,,8.0,
2454,6,,11.0,10.0,6.0,15.0,18.0,14.0,14.0,,,12.0,,
2455,9,,3.0,14.0,5.0,20.0,5.0,16.0,11.0,,,,8.0,
2456,2,1.0,2.0,,,,,,,,2.0,,,
2457,3,,,,,,,,,,,,,
2458,1,,2.0,,,,,,,,2.0,,2.0,
2459,14,6.0,6.0,16.0,9.0,10.0,2.0,13.0,17.0,,15.0,,15.0,
2460,6,,17.0,16.0,18.0,,,,,,,,,
2461,10,,2.0,,,,,,,,,,,
2462,2,,2.0,,,,,,,,,,1.0,1.0
2463,12,,18.0,3.0,12.0,16.0,4.0,15.0,6.0,,,,,
2464,1,2.0,1.0,,,,,,,,2.0,,,
2465,18,,10.0,1.0,12.0,4.0,13.0,5.0,14.0,,,,1.0,12.0
2466,20,,15.0,,,,,,,,10.0,,19.0,
2467,15,,9.0,,,,,,,,17.0,,20.0,2.0
2468,19,,1.0,7.0,5.0,17.0,13.0,15.0,,,20.0,,,
2469,7,,6.0,10.0,,,,,,,,,,
2470,19,,3.0,,,,,,,,,,,8.0
2471,6,,,,,,,,,,,,,
2472,19,,19.0,19.0,14.0,4.0,15.0,11.0,,,,,2.0,
2473,5,,,,,,,,,,,,,
2474,3,5.0,,,,,,,,,,19.0,,19.0
2475,18,,,,,,,,,,,1.0,,
2476,14,,4.0,19.0,18.0,17.0,9.0,6.0,16.0,,,,6.0,
2477,8,,,,,,,,,,,19.0,,19.0
2478,4,,17.0,4.0,,,,,,,,,,
2479,18,,,,,,,,,,,,,
2480,8,,12.0,4.0,3.0,14.0,,,,,18.0,,,
2481,20,,7.0,1.0,10.0,19.0,9.0,,,,,,20.0,
2482,13,,9.0,19.0,13.0,20.0,,,,,10.0,19.0,,
2483,19,,8.0,8.0,,,,,,,,,,
2484,2,,14.0,14.0,11.0,19.0,4.0,7.0,8.0,,19.0,,,
2485,7,3.0,6.0,,,,,,,,,,19.0,
2486,8,,2.0,14.0,17.0,4.0,10.0,9.0,8.0,,,,8.0,
2487,10,,10.0,14.0,2.0,13.0,12.0,11.0,17.0,,,,,13.0
2488,12,,7.0,,,,,,,12.0,,11.0,,
2489,14,12.0,,,,,,,,18.0,,20.0,,
2490,17,9.0,4.0,3.0,,,,,,,,,13.0,
2491,5,2.0,7.0,18.0,,,,,,,16.0,,16.0,
2492,16,,12.0,9.0,,,,,,,,,4.0,
2493,1,,18.0,15.0,8.0,20.0,14.0,1.0,,,11.0,,,
2494,16,,,,,,,,,,,,,
2495,16,,18.0,18.0,8.0,7.0,,,,,9.0,,,
2496,20,16.0,20.0,,,,,,,,,5.0,15.0,
2497,3,5.0,3.0,,,,,,,,9.0,,,
2498,2,,,,,,,,,,,,,
2499,3,,2.0,10.0,16.0,8.0,9.0,5.0,2.0,,,,,
2500,11,,7.0,17.0,14.0,19.0,12.0,2.0,14.0,,,5.0,6.0,
2501,8,,,,,,,,,,,,,
2502,14,,1.0,,,,,,,,,,,
2503,16,,7.0,18.0,15.0,6.0,5.0,2.0,20.0,,17.0,,,
2504,2,15.0,19.0,12.0,,,,,,,,,,
2505,13,,,,,,,,,,,,,
2506,4,,,,,,,,,,,,,
2507,8,,6.0,,,,,,,,,15.0,,
2508,19,,,,,,,,,,,,,
2509,6,19.0,17.0,5.0,19.0,17.0,,,,12.0,13.0,4.0,12.0,
2510,5,,1.0,,,,,,,,,,,
2511,2,,2.0,,,,,,,,1.0,2.0,,
2512,10,,,,,,,,,,,,,
2513,2,,1.0,,,,,,,,,,,
2514,1,,11.0,7.0,19.0,13.0,17.0,16.0,4.0,,19.0,,,
2515,5,13.0,3.0,16.0,5.0,13.0,11.0,,,,8.0,,4.0,
2516,18,9.0,,,,,,,,,1.0,,,
2517,1,,4.0,5.0,12.0,,,,,,,7.0,,
2518,13,,,,,,,,,,,,,
2519,10,8.0,17.0,7.0,1.0,10.0,9.0,14.0,,,13.0,,,
2520,7,,8.0,3.0,6.0,19.0,16.0,,,,4.0,,8.0,
2521,14,,11.0,6.0,16.0,16.0,,,,,20.0,,,
2522,14,,9.0,9.0,,,,,,,,,9.0,
2523,1,,2.0,,,,,,,,,,,
2524,13,,5.0,,,,,,,,,,17.0,
2525,1,,3.0,,,,,,,,,,,
2526,12,9.0,1.0,3.0,5.0,19.0,1.0,19.0,17.0,,,,,
2527,6,5.0,20.0,,,,,,,,,,,1.0
2528,7,,1.0,14.0,1.0,16.0,,,,,,,,
2529,6,,10.0,,,,,,,,,,,
2530,10,3.0,17.0,12.0,5.0,8.0,3.0,14.0,2.0,,,,,
2531,3,13.0,13.0,14.0,13.0,6.0,19.0,14.0,18.0,,9.0,,,
2532,15,,8.0,10.0,3.0,12.0,2.0,20.0,,,20.0,,,
2533,20,,19.0,2.0,16.0,,,,,,,,8.0,
2534,13,,1.0,16.0,,,,,,,,12.0,,
2535,7,,,,,,,,,,,,,
2536,1,,12.0,11.0,4.0,19.0,7.0,2.0,16.0,,,11.0,9.0,
2537,9,,10.0,,,,,,,,,14.0,9.0,
2538,20,,7.0,8.0,17.0,14.0,18.0,11.0,20.0,,,,,
2539,7,,6.0,12.0,12.0,11.0,13.0,20.0,2.0,,,,,
2540,14,,4.0,8.0,9.0,6.0,,,,,,,,
2541,1,,14.0,16.0,10.0,20.0,16.0,11.0,5.0,,,5.0,,
2542,18,,,,,,,,,,,,,
2543,11,5.0,8.0,7.0,13.0,7.0,1.0,12.0,5.0,,,,,
2544,1,,2.0,,,,,,,,,,,
2545,19,,3.0,6.0,,,,,,,2.0,,19.0,
2546,9,16.0,20.0,4.0,2.0,2.0,3.0,18.0,17.0,,,,,
2547,7,11.0,11.0,8.0,3.0,9.0,,,,,20.0,4.0,,
2548,2,,5.0,19.0,,,,,,,18.0,,,
2549,2,,1.0,12.0,17.0,7.0,15.0,7.0,1.0,,5.0,,,
2550,13,10.0,6.0,,,,,,,,,20.0,,
2551,1,,1.0,,,,,,,,,,,
2552,1,,1.0,,,,,,,,2.0,,1.0,2.0
2553,15,9.0,14.0,7.0,14.0,17.0,11.0,20.0,11.0,,,,8.0,
2554,11,15.0,17.0,3.0,9.0,,,,,17.0,6.0,18.0,,
2555,1,3.0,,,,,,,,,6.0,,,
2556,8,,8.0,,,,,,,,5.0,,18.0,
2557,13,6.0,6.0,17.0,3.0,8.0,15.0,5.0,19.0,,11.0,7.0,1.0,
2558,11,,,,,,,,,,,,,
2559,7,,,,,,,,,8.0,,,,
2560,2,,,,,,,,,,,,,
2561,5,4.0,16.0,16.0,15.0,12.0,18.0,16.0,18.0,,,,11.0,9.0
2562,17,,18.0,,,,,,,,11.0,,14.0,
2563,17,,19.0,9.0,9.0,3.0,2.0,9.0,5.0,,,,,
2564,10,,,,,,,,,,,,,
2565,10,,10.0,16.0,,,,,,,,,,
2566,2,,6.0,,,,,,,,,16.0,,
2567,19,,12.0,12.0,2.0,7.0,,,,,,,6.0,
2568,14,19.0,4.0,4.0,20.0,12.0,18.0,19.0,7.0,,,,,
2569,1,,17.0,20.0,3.0,20.0,16.0,1.0,,,14.0,,,
2570,14,,,,,,,,,,6.0,,9.0,
2571,2,,1.0,,,,,,,,,,,
2572,2,,2.0,,,,,,,,,,,
2573,10,,,,,,,,,,,,,
2574,19,,8.0,4.0,4.0,16.0,3.0,17.0,,,,,,20.0
2575,13,,,,,,,,,,,,,
2576,20,4.0,12.0,,,,,,,,,2.0,,17.0
2577,19,,,,,,,,,,,,,
2578,4,,17.0,,,,,,,,,3.0,,
2579,17,,,,,,,,,8.0,,,,
2580,6,,2.0,3.0,,,,,,,4.0,9.0,,
2581,6,,10.0,19.0,20.0,2.0,6.0,,,,,,,
2582,11,,3.0,,,,,,,,,,,
2583,15,,1.0,9.0,11.0,11.0,6.0,3.0,8.0,,,,3.0,
2584,1,,,,,,,,,,,,,
2585,4,18.0,,,,,,,,,15.0,,,
2586,7,,,,,,,,,,,,,
2587,1,,2.0,,,,,,,,,,,
2588,18,,11.0,17.0,14.0,4.0,3.0,1.0,15.0,,17.0,17.0,,
2589,12,5.0,6.0,12.0,2.0,18.0,6.0,17.0,,,,,,
2590,11,,8.0,13.0,9.0,11.0,18.0,18.0,14.0,,14.0,,,
2591,18,,20.0,14.0,6.0,11.0,19.0,5.0,4.0,,,,,
2592,14,,10.0,12.0,17.0,12.0,8.0,,,,,17.0,6.0,
2593,9,,,,,,,,,,,,,
2594,9,,13.0,9.0,,,,,,,,15.0,,
2595,11,,10.0,,,,,,,,,,,
2596,5,,13.0,20.0,,,,,,,,,5.0,
2597,6,,19.0,13.0,13.0,,,,,,,,,1.0
2598,17,,15.0,4.0,15.0,12.0,13.0,17.0,9.0,,6.0,,,
2599,19,,8.0,9.0,5.0,8.0,15.0,7.0,20.0,,14.0,,,
2600,8,,15.0,3.0,18.0,13.0,,,,,7.0,5.0,,
2601,7,2.0,6.0,4.0,,,,,,,,,,
2602,2,,1.0,4.0,1.0,8.0,,,,,,,4.0,
2603,10,,14.0,,,,,,,,,,,
2604,13,,11.0,,,,,,,,16.0,,,
2605,15,,,,,,,,,,,1.0,,
2606,18,,12.0,,,,,,,,,,,
2607,19,,,,,,,,,,,,,
2608,5,,,,,,,,,,,,,
2609,7,19.0,3.0,4.0,12.0,18.0,,,,,,20.0,14.0,
2610,5,,16.0,,,,,,,,11.0,3.0,,
2611,14,,6.0,20.0,20.0,19.0,3.0,15.0,16.0,12.0,,,2.0,
2612,3,,,,,,,,,,,,,
2613,16,9.0,18.0,8.0,11.0,20.0,9.0,15.0,14.0,,15.0,,,
2614,11,,13.0,19.0,8.0,16.0,3.0,6.0,1.0,,6.0,,6.0,
2615,8,,,,,,,,,,,,,
2616,16,,11.0,12.0,2.0,18.0,20.0,10.0,,7.0,4.0,,,
2617,1,,,,,,,,,,,,,
2618,1,,1.0,,,,,,,,,,2.0,
2619,9,,13.0,,,,,,,,,,10.0,
2620,9,,,,,,,,,,,,,
2621,14,,7.0,13.0,7.0,6.0,12.0,2.0,6.0,,,,5.0,
2622,16,,,,,,,,,,,,,
2623,7,,18.0,16.0,1.0,17.0,16.0,13.0,3.0,,2.0,,,
2624,1,1.0,,,,,,,,,,,,1.0
2625,6,,1.0,,,,,,,,,3.0,,
2626,6,,,,,,,,,,2.0,,,
2627,3,,10.0,13.0,18.0,6.0,14.0,10.0,14.0,,,,18.0,
2628,4,13.0,4.0,20.0,11.0,2.0,11.0,2.0,6.0,,,,,
2629,15,,20.0,18.0,14.0,16.0,19.0,4.0,12.0,,6.0,5.0,,
2630,19,20.0,17.0,,,,,,,12.0,,7.0,,
2631,1,,1.0,,,,,,,,,,,
2632,16,,,,,,,,,,,,,
2633,6,,17.0,19.0,,,,,,,9.0,5.0,15.0,
2634,14,,11.0,,,,,,,,19.0,9.0,,
2635,10,,,,,,,,,,,,,
2636,7,,13.0,,,,,,,,18.0,16.0,,
2637,13,6.0,20.0,11.0,,,,,,,,,17.0,
2638,2,,6.0,17.0,12.0,7.0,13.0,7.0,18.0,,,,9.0,
2639,9,,16.0,16.0,3.0,,,,,,,9.0,3.0,
2640,4,19.0,4.0,2.0,,,,,,,,,11.0,
2641,4,,15.0,,,,,,,,,5.0,,
2642,13,,8.0,2.0,3.0,14.0,1.0,8.0,2.0,,9.0,,,
2643,1,,,,,,,,,,,,,
2644,2,2.0,2.0,,,,,,,,,,,
2645,10,,9.0,,,,,,,,15.0,,,4.0
2646,2,,,,,,,,,,,,,
2647,14,,10.0,13.0,1.0,18.0,,,,,20.0,,15.0,
2648,11,,17.0,2.0,,,,,,,,,16.0,
2649,13,,,,,,,,,,,,,
2650,1,,,,,,,,,,,,,
2651,12,,,,,,,,,,,,,
2652,13,,,,,,,,,,,,,
2653,3,,12.0,13.0,17.0,11.0,4.0,6.0,8.0,3.0,,,,
2654,13,,,,,,,,,,,,,
2655,11,,20.0,10.0,15.0,16.0,13.0,15.0,18.0,,,,,
2656,17,,2.0,,,,,,,4.0,3.0,,9.0,
2657,15,,,,,,,,,,19.0,,,
2658,18,,2.0,7.0,12.0,,,,,,,,2.0,
2659,4,18.0,7.0,,,,,,,,18.0,,,
2660,6,,15.0,,,,,,,,,,,
2661,10,,,,,,,,,,,,,
2662,13,,,,,,,,,,,,,
2663,17,,20.0,18.0,9.0,20.0,15.0,9.0,8.0,,,,,6.0
2664,19,9.0,,,,,,,,,,,,
2665,17,,18.0,19.0,8.0,,,,,,12.0,,,
2666,17,,,,,,,,,,,,,
2667,8,,,,,,,,,,,,,
2668,11,3.0,14.0,,,,,,,,18.0,,,
2669,2,2.0,1.0,,,,,,,,,1.0,,2.0
2670,20,20.0,16.0,4.0,15.0,13.0,14.0,14.0,5.0,,14.0,,,
2671,9,,,,,,,,,,,,,
2672,12,,,,,,,,,,,,,
2673,2,,1.0,,,,,,,,,,2.0,
2674,19,,,,,,,,,,,,,
2675,18,,17.0,,,,,,,,18.0,,1.0,
2676,20,,,,,,,,,,,,,
2677,5,,20.0,14.0,10.0,11.0,19.0,1.0,3.0,,2.0,,2.0,
2678,10,1.0,,,,,,,,,12.0,,18.0,
2679,8,,,,,,,,,,,,,
2680,6,,5.0,18.0,7.0,15.0,15.0,8.0,12.0,,,,9.0,
2681,18,,,,,,,,,,9.0,,,
2682,5,,14.0,,,,,,,8.0,17.0,,8.0,
2683,12,,,,,,,,,13.0,18.0,,,
2684,2,,2.0,,,,,,,,,2.0,,
2685,1,1.0,2.0,,,,,,,,2.0,,,
2686,8,,,,,,,,,,,,,
2687,19,,6.0,,,,,,,,,,,
2688,2,4.0,11.0,20.0,13.0,16.0,15.0,8.0,13.0,,,20.0,,
2689,14,2.0,18.0,13.0,10.0,17.0,15.0,4.0,20.0,,,,,
2690,13,,20.0,7.0,7.0,15.0,8.0,,,,,,,18.0
2691,13,,,,,,,,,,,,,
2692,18,2.0,7.0,,,,,,,,,,,18.0
2693,7,,19.0,7.0,2.0,13.0,,,,,,,,
2694,7,,5.0,20.0,13.0,20.0,,,,,6.0,15.0,,
2695,14,,11.0,8.0,18.0,15.0,13.0,,,,,,,
2696,16,,4.0,,,,,,,,,3.0,,2.0
2697,5,,,,,,,,,,,7.0,,15.0
2698,11,,14.0,,,,,,,,2.0,,,
2699,11,,19.0,10.0,13.0,4.0,2.0,2.0,11.0,,20.0,,,
2700,9,,,,,,,,,,,,,
2701,5,,,,,,,,,,,,,
2702,20,,10.0,,,,,,,,,,,
2703,9,20.0,7.0,18.0,1.0,1.0,,,,,,,5.0,
2704,3,13.0,16.0,10.0,1.0,18.0,3.0,1.0,12.0,,,,,
2705,18,,,,,,,,,,,,,
2706,3,,,,,,,,,12.0,,,,
2707,7,11.0,,,,,,,,,,8.0,,
2708,2,,1.0,,,,,,,,,,,
2709,13,,15.0,11.0,12.0,,,,,,,,,
2710,9,11.0,2.0,15.0,11.0,8.0,18.0,13.0,14.0,,,18.0,,
2711,1,,,,,,,,,,,,,
2712,4,,,,,,,,,,,,,
2713,3,14.0,1.0,,,,,,,,,,,
2714,10,,18.0,18.0,6.0,19.0,3.0,5.0,1.0,,,,2.0,
2715,11,,15.0,3.0,10.0,18.0,8.0,14.0,19.0,,9.0,5.0,,14.0
2716,16,1.0,19.0,6.0,,,,,,,,,7.0,
2717,20,,,,,,,,,,,,,
2718,14,,5.0,9.0,,,,,,,,18.0,,
2719,16,,13.0,,,,,,,,,17.0,,
2720,2,,19.0,8.0,4.0,9.0,10.0,11.0,,,8.0,,3.0,
2721,12,,13.0,10.0,8.0,13.0,17.0,6.0,,,,,,
2722,12,18.0,7.0,,,,,,,,18.0,,,13.0
2723,19,7.0,11.0,,,,,,,,7.0,,1.0,
2724,2,7.0,1.0,12.0,9.0,17.0,10.0,18.0,,18.0,2.0,,,
2725,12,,,,,,,,,,,7.0,,
2726,6,,,,,,,,,17.0,,,13.0,13.0
2727,20,5.0,5.0,,,,,,,,,10.0,,
2728,9,,3.0,,,,,,,,,,,
2729,1,,,,,,,,,,,,,
2730,8,,,,,,,,,,,,,
2731,15,,,,,,,,,,,,,
2732,11,,,,,,,,,,,,,
2733,14,,,,,,,,,,,,,
2734,2,2.0,2.0,,,,,,,1.0,,,,
2735,2,5.0,8.0,4.0,,,,,,,,,19.0,
2736,6,,,,,,,,,,,,,
2737,20,,8.0,1.0,1.0,19.0,10.0,14.0,3.0,,,,,
2738,13,7.0,18.0,,,,,,,,19.0,,,
2739,3,,3.0,2.0,14.0,5.0,20.0,17.0,5.0,,,,,9.0
2740,2,,,,,,,,,,,,,
2741,19,,8.0,2.0,7.0,13.0,8.0,14.0,8.0,,,,,
2742,4,,10.0,9.0,17.0,8.0,1.0,4.0,2.0,,,,,
2743,17,14.0,10.0,,,,,,,,,19.0,,
2744,1,,14.0,10.0,19.0,3.0,,,,,,,,
2745,19,,18.0,,,,,,,,,,,11.0
2746,2,,2.0,,,,,,,,,1.0,1.0,
2747,13,,2.0,,,,,,,,,,2.0,
2748,10,7.0,14.0,10.0,15.0,8.0,14.0,13.0,19.0,,,,,
2749,20,19.0,3.0,,,,,,,,,,,
2750,5,,,,,,,,,,,,,
2751,3,,,,,,,,,,,,,
2752,14,8.0,4.0,6.0,6.0,,,,,,,,,
2753,9,12.0,5.0,5.0,1.0,4.0,12.0,15.0,8.0,,3.0,,17.0,
2754,11,12.0,12.0,2.0,9.0,12.0,16.0,19.0,18.0,,4.0,,,
2755,2,,,,,,,,,,,,,
2756,5,3.0,12.0,,,,,,,,,,,
2757,3,,18.0,8.0,20.0,13.0,2.0,,,,8.0,,5.0,
2758,4,10.0,11.0,5.0,13.0,20.0,6.0,5.0,15.0,,,6.0,,15.0
2759,6,,10.0,18.0,3.0,1.0,,,,,,,,
2760,10,16.0,20.0,3.0,8.0,20.0,3.0,13.0,,,,18.0,20.0,
2761,2,,2.0,,,,,,,,,,1.0,
2762,5,,4.0,,,,,,,,,,,
2763,1,,,,,,,,,,,,,
2764,7,,,,,,,,,,,20.0,,
2765,9,,7.0,13.0,10.0,11.0,,,,,4.0,,15.0,3.0
2766,2,,16.0,15.0,16.0,20.0,2.0,,,,,,17.0,
2767,3,5.0,14.0,1.0,,,,,,,1.0,9.0,20.0,
2768,4,10.0,13.0,13.0,10.0,10.0,4.0,17.0,14.0,,4.0,,,
2769,12,,10.0,10.0,6.0,,,,,,3.0,,,9.0
2770,1,,2.0,,,,,,,,,,1.0,
2771,14,3.0,19.0,15.0,,,,,,,18.0,,16.0,
2772,2,,,,,,,,,,,,,
2773,7,,20.0,1.0,15.0,9.0,18.0,13.0,18.0,,6.0,,19.0,
2774,17,,15.0,14.0,4.0,,,,,,,20.0,,
2775,9,,20.0,15.0,8.0,20.0,,,,,,,13.0,
2776,1,,17.0,7.0,,,,,,,,4.0,,
2777,9,,,,,,,,,,16.0,,,12.0
2778,8,,7.0,6.0,,,,,,,14.0,,,
2779,2,,11.0,9.0,1.0,2.0,12.0,15.0,,,,14.0,17.0,
2780,2,,,,,,,,,,,,,
2781,13,2.0,15.0,13.0,6.0,1.0,11.0,12.0,19.0,,15.0,6.0,,
2782,11,,,,,,,,,,,17.0,,
2783,15,,,,,,,,,,,,,
2784,1,,1.0,,,,,,,,,,,
2785,9,,,,,,,,,,,,,
2786,12,,17.0,,,,,,,,,,,
2787,14,,14.0,2.0,9.0,,,,,,,17.0,4.0,
2788,16,,8.0,5.0,,,,,,,,,,
2789,16,,19.0,9.0,,,,,,9.0,2.0,15.0,,
2790,2,,1.0,,,,,,,,,,2.0,
2791,2,1.0,1.0,,,,,,,,,,,7.0
2792,13,,15.0,12.0,13.0,14.0,9.0,8.0,,,18.0,,18.0,
2793,1,,1.0,,,,,,,,2.0,1.0,,2.0
2794,11,,,,,,,,,,,,,
2795,7,,,,,,,,,,,,,
2796,15,,16.0,1.0,,,,,,,,,10.0,
2797,1,,,,,,,,,,,,,
2798,5,,,,,,,,,,,,,
2799,2,2.0,9.0,6.0,,,,,,,20.0,14.0,,
2800,4,,20.0,6.0,,,,,,,,,,
2801,2,,2.0,,,,,,,,,,,
2802,20,,,,,,,,,,,,,
2803,16,,2.0,,,,,,,,,,19.0,
2804,8,,4.0,,,,,,,,,,,
2805,16,,,,,,,,,,,,1.0,1.0
2806,1,,20.0,7.0,,,,,,,,,17.0,
2807,2,,,,,,,,,,,,,
2808,20,,15.0,7.0,,,,,,,,,16.0,
2809,5,6.0,2.0,7.0,3.0,,,,,,13.0,,,9.0
2810,6,10.0,17.0,14.0,13.0,,,,,,4.0,1.0,,7.0
2811,10,11.0,19.0,,,,,,,6.0,,,,
2812,10,14.0,9.0,,,,,,,,16.0,10.0,,
2813,8,7.0,13.0,,,,,,,,3.0,,,
2814,3,10.0,5.0,17.0,1.0,6.0,5.0,11.0,18.0,,7.0,,,
2815,9,16.0,12.0,18.0,17.0,11.0,13.0,6.0,12.0,,17.0,,,
2816,14,,,,,,,,,,,,,
2817,10,,13.0,,,,,,,,,,,
2818,6,,,,,,,,,,,,,
2819,11,,13.0,7.0,18.0,,,,,,,,10.0,
2820,4,,1.0,,,,,,,,,,,
2821,12,,14.0,4.0,7.0,6.0,19.0,,,15.0,,,,
2822,19,,3.0,16.0,12.0,15.0,17.0,12.0,4.0,,,,,12.0
2823,8,10.0,,,,,,,,,,,,
2824,17,,2.0,,,,,,,,15.0,,,
2825,20,,,,,,,,,,,11.0,,
2826,17,2.0,1.0,10.0,11.0,12.0,6.0,,,,,,11.0,
2827,9,,11.0,20.0,11.0,,,,,,8.0,,,
2828,11,20.0,3.0,7.0,,,,,,,,,19.0,
2829,4,,,,,,,,,,,,,
2830,16,,14.0,17.0,2.0,9.0,17.0,1.0,7.0,,4.0,,,
2831,19,,,,,,,,,,,,,
2832,10,,,,,,,,,,,,,
2833,16,,,,,,,,,,,,,
2834,13,17.0,,,,,,,,,,6.0,,
2835,16,9.0,2.0,,,,,,,,,,,
2836,6,,4.0,,,,,,,,,,,15.0
2837,19,,3.0,18.0,11.0,7.0,4.0,18.0,19.0,,15.0,,6.0,
2838,2,,,,,,,,,,,,,
2839,20,,,,,,,,,,,,10.0,
2840,2,10.0,15.0,13.0,,,,,,,,,14.0,
2841,3,,5.0,20.0,11.0,3.0,18.0,10.0,8.0,5.0,,,,3.0
2842,17,,6.0,12.0,1.0,10.0,,,,,,,5.0,
2843,12,5.0,5.0,,,,,,,,,,,
2844,17,,8.0,2.0,3.0,8.0,,,,,,5.0,,
2845,1,,1.0,,,,,,,1.0,2.0,,2.0,
2846,6,,15.0,10.0,11.0,16.0,1.0,17.0,2.0,,,5.0,9.0,
2847,1,2.0,2.0,,,,,,,,1.0,,,
2848,3,2.0,13.0,10.0,5.0,14.0,,,,,,12.0,,
2849,2,1.0,2.0,,,,,,,,,2.0,1.0,
2850,6,,11.0,5.0,10.0,,,,,,11.0,,,
2851,19,,1.0,9.0,7.0,11.0,,,,,,19.0,,13.0
2852,15,,14.0,6.0,15.0,7.0,11.0,16.0,4.0,,,,,
2853,13,,,,,,,,,,,,,
2854,1,,,,,,,,,,,,,
2855,3,13.0,,,,,,,,,,,,
2856,15,10.0,11.0,,,,,,,,,,,
2857,8,,19.0,19.0,6.0,4.0,10.0,,,,,,,
2858,1,,2.0,,,,,,,,,,,1.0
2859,16,,14.0,7.0,3.0,6.0,15.0,12.0,17.0,,,16.0,,
2860,14,,16.0,3.0,8.0,,,,,,,,,
2861,17,,,,,,,,,,,,,
2862,12,,5.0,11.0,5.0,3.0,,,,,7.0,2.0,,
2863,10,13.0,12.0,8.0,,,,,,,13.0,,,
2864,13,11.0,6.0,8.0,,,,,,,,,,
2865,15,,9.0,18.0,,,,,,,,,,
2866,13,8.0,19.0,5.0,5.0,15.0,14.0,9.0,4.0,,,,,
2867,1,,2.0,,,,,,,,1.0,2.0,,
2868,9,,4.0,9.0,20.0,,,,,8.0,,,,10.0
2869,8,,9.0,12.0,,,,,,,16.0,12.0,,
2870,15,,8.0,20.0,12.0,5.0,20.0,,,,17.0,,19.0,
2871,1,,1.0,,,,,,,,2.0,,,
2872,5,,15.0,13.0,12.0,11.0,4.0,16.0,20.0,,,,,18.0
2873,5,,16.0,1.0,9.0,16.0,13.0,2.0,4.0,,,,12.0,
2874,20,,17.0,,,,,,,,,,,
2875,12,4.0,19.0,,,,,,,,,20.0,,
2876,1,,,,,,,,,,,,,
2877,16,,12.0,,,,,,,,,17.0,3.0,6.0
2878,9,13.0,20.0,6.0,13.0,,,,,,,,,
2879,5,,14.0,1.0,19.0,13.0,15.0,4.0,16.0,4.0,,,,
2880,2,,17.0,7.0,,,,,,,,,2.0,
2881,4,,1.0,10.0,,,,,,,14.0,,,
2882,11,,10.0,11.0,17.0,,,,,,,,6.0,
2883,5,,11.0,1.0,9.0,20.0,7.0,16.0,,,,,,
2884,19,,11.0,18.0,16.0,7.0,2.0,20.0,9.0,11.0,,,,6.0
2885,2,,1.0,,,,,,,2.0,1.0,,1.0,
2886,4,,,,,,,,,,,,,
2887,7,,6.0,6.0,2.0,17.0,13.0,4.0,7.0,,,,,
2888,2,,1.0,18.0,5.0,,,,,,13.0,,,
2889,2,,2.0,,,,,,,,,2.0,,
2890,16,2.0,,,,,,,,,,,,
2891,2,,,,,,,,,,,,,
2892,10,,8.0,,,,,,,,,,,
2893,15,,,,,,,,,,,,,
2894,1,1.0,,,,,,,,,,,,
2895,20,,11.0,12.0,14.0,17.0,9.0,15.0,11.0,,,8.0,,
2896,8,,,,,,,,,,,,,
2897,3,,7.0,2.0,,,,,,,,,,
2898,19,2.0,5.0,,,,,,,4.0,1.0,,,
2899,19,1.0,20.0,17.0,15.0,7.0,3.0,2.0,3.0,,13.0,,,11.0
2900,14,2.0,5.0,6.0,9.0,,,,,,13.0,,,
2901,11,,6.0,2.0,,,,,,,,,,
2902,1,,2.0,,,,,,,,,2.0,2.0,
2903,3,,,,,,,,,,,,,
2904,1,,,,,,,,,,,,,
2905,4,13.0,4.0,14.0,,,,,,,15.0,,,
2906,3,,,,,,,,,,,,,
2907,17,,8.0,14.0,18.0,3.0,19.0,,,,,12.0,,
2908,11,,7.0,3.0,16.0,2.0,7.0,7.0,6.0,,,,,
2909,15,,16.0,13.0,12.0,5.0,4.0,,,,,,18.0,
2910,13,,11.0,17.0,3.0,11.0,,,,,5.0,,,
2911,1,,5.0,7.0,14.0,13.0,,,,,,,,9.0
2912,2,,,,,,,,,,,,,
2913,4,,16.0,14.0,17.0,4.0,,,,,,2.0,9.0,
2914,18,,2.0,12.0,19.0,6.0,,,,,,,,
2915,2,,,,,,,,,,,,,
2916,14,,17.0,11.0,,,,,,,,,,
2917,1,2.0,1.0,,,,,,,,1.0,,2.0,
2918,3,,5.0,,,,,,,,,,,16.0
2919,13,,2.0,2.0,5.0,5.0,4.0,6.0,1.0,,,,14.0,
2920,16,,,,,,,,,,,,,
